track_id,title,artist,duration,tempo,loudness,key,mode,time_signature,danceability,energy
TRAAFJW128F428A424,Stickin In My Eye,NOFX,144.50893,152.622,-7.787,4,0,4,0.0,0.0
TRAAFKJ12903D02552,Ota kiinni,Murskahumppa,285.17832,110.787,-8.488,7,1,3,0.0,0.0
TRAAFMS128F933AB23,Entre Caníbales,Soda Stereo,246.69995,112.903,-9.603,7,1,4,0.0,0.0
TRAAFON128F42926FB,Rosemary Recalls,Bruce Rowland,84.03546,115.642,-26.266,7,1,4,0.0,0.0
TRAAFRU128F9339158,Sudanese Dance,Xcultures,273.52771,125.013,-6.305,1,1,4,0.0,0.0
TRAAFSM128F425A2C5,Where The Thunder Roars (Tales Of Wonder Album Version),White Heart,298.84036,113.277,-9.998,5,1,4,0.0,0.0
TRAAFUJ128F933F42B,Wanna Be A Player,Heavy D / McGruff,161.38404,96.979,-9.161,5,0,4,0.0,0.0
TRAAFYL128E07856A7,Panama (Remastered Album Version),Van Halen,209.29261,140.995,-4.865,8,1,1,0.0,0.0
TRAAGCZ128F93210FD,Let's Get It Started,Black Eyed Peas,229.61587,105.206,-4.882,11,0,4,0.0,0.0
TRAAGEC128E079252C,Metal,Nine Inch Nails,426.89261,63.017,-12.951,0,0,4,0.0,0.0
TRAAGGE128F9325E2C,She Fell Away (2009 Digital Remaster),Nick Cave & The Bad Seeds,269.26975,144.603,-11.751,9,0,4,0.0,0.0
TRAAGHM128EF35CF8E,Next Time,Nadine Renee,249.41669,167.92,-6.693,2,1,4,0.0,0.0
TRAAGJV128F1464090,It's My Party,Lesley Gore,136.48934,129.122,-9.091,9,1,1,0.0,0.0
TRAAGKF128F932D5A2,Complicate It,Smartbomb,233.27302,132.022,-2.658,0,1,4,0.0,0.0
TRAAGKQ128F92EAF39,Monde De Fou,Suburbs,187.24526,183.92,-4.42,1,1,1,0.0,0.0
TRAAGKS128F9314884,Opus a Satana (Part 2),Emperor,72.61995,89.867,-11.051,9,0,4,0.0,0.0
TRAAGMJ12903CAD7D4,This Melody (Live),Julien Clerc,272.63955,119.896,-9.97,2,1,5,0.0,0.0
TRAAGNL128F4299BF1,I'm Gone This Time,Glen Campbell,142.75873,137.29,-11.335,1,0,4,0.0,0.0
TRAAGOH128F42593CE,You Feel Good All Over,T.G. Sheppard,194.11546,82.343,-15.581,5,1,1,0.0,0.0
TRAAGPF12903CE027E,Indian Love Call,Slim Whitman,195.91791,91.487,-11.98,3,1,4,0.0,0.0
TRAAGPH128F4273C8D,You Can Still Be Free,Savage Garden,118.33424,84.69,-11.215,9,0,5,0.0,0.0
TRAAGPJ128F428CD1B,I Never Came,Queens Of The Stone Age,288.41751,115.606,-8.165,2,1,4,0.0,0.0
TRAAGUA128F93236E8,Dixie,Hank Penny & The Lincoln Penny Orchestra,123.21914,126.523,-12.69,7,0,1,0.0,0.0
TRAAGVF128E0789785,Commercial Reign,Inspiral Carpets,283.76771,113.677,-8.7,2,1,4,0.0,0.0
TRAAGVM128E0784D95,Hourglass,Borialis,239.3073,86.938,-5.758,2,1,4,0.0,0.0
TRAAGXN128F92DE52C,Wake,The Dirty Skirts,206.75873,141.936,-4.907,0,1,4,0.0,0.0
TRAAGZU128EF360F47,Caricia Y Herida,Flor Silvestre,134.81751,106.049,-8.133,11,1,1,0.0,0.0
TRAAHDH128F93094B6,Le tortillard,Bézu,285.64853,126.88,-9.093,8,1,4,0.0,0.0
TRAAHEG128E07861C3,WKYA (drop),Redman,124.18567,85.008,-10.296,1,0,5,0.0,0.0
TRAAHEH128F427FCEF,Teräslintu,Solistiyhtye Suomi,134.08608,133.699,-12.839,4,0,1,0.0,0.0
TRAAHEQ128F93057B4,Now's The Time To Fall In Love,Eddie Cantor,155.61098,118.975,-13.71,11,1,1,0.0,0.0
TRAAHER128F92E3FE9,Grim Prospects (Gross Prospects - Bad Trip Remix),Schizoid,275.40853,102.408,-2.119,9,1,4,0.0,0.0
TRAAHJX128F9312B83,Mangos,Kai Winding,223.4771,112.006,-14.438,0,1,4,0.0,0.0
TRAAHKE128F421389B,A Distant Voice,Sonny Simmons,443.24526,45.527,-13.002,1,1,4,0.0,0.0
TRAAHMO128F92DE7C9,Openbare Weg,Mira,177.81506,85.621,-12.004,4,1,4,0.0,0.0
TRAAHPZ12903CB4643,President Johnson,Citizen Kaned,385.33179,108.061,-8.37,8,0,4,0.0,0.0
TRAAHRF128F92FE234,Lead Me Lord,The Brooklyn Tabernacle Choir,324.44036,216.195,-11.829,7,1,5,0.0,0.0
TRAAHTH12903CCFFE1,Spontanous Combustion,Ellen McIlwaine,275.12118,132.428,-6.29,7,1,4,0.0,0.0
TRAAHVY128F92E25D6,Choro,Vince Guaraldi / Bola Sete,294.66077,168.307,-15.761,5,0,4,0.0,0.0
TRAAHXN128F9326097,Ma Louise,Maurice Chevalier,193.20118,140.956,-27.433,0,1,7,0.0,0.0
TRAAHYV128F932A425,I Want You (Forever),Carl Cox Vs Yousef,357.82485,130.016,-5.701,1,1,5,0.0,0.0
TRAAHZP12903CA25F4,Hate,Organized Konfusion,198.3473,175.769,-8.709,11,0,4,0.0,0.0
TRAAIAE128F42AC53D,I Can't Stop Loving You,Martina McBride,261.95546,100.194,-13.627,7,1,3,0.0,0.0
TRAAIAN12903CFF16D,Thank You Lord,Horace Andy,176.27383,151.911,-11.479,2,1,4,0.0,0.0
TRAAIAX128F930531B,How Can You Call That Beautiful (Stewkey Vocal),Nazz,220.89098,119.691,-6.302,9,1,4,0.0,0.0
TRAAIBB12903CECB35,Cheatin' In The Next Room,Tyrone Davis,235.91138,161.976,-10.466,10,1,4,0.0,0.0
TRAAIDY128F92CA454,Candy Man,Hot Tuna,239.59465,172.398,-9.275,0,1,1,0.0,0.0
TRAAIFG12903CB0BCB,I See The Boys Of Summer,Richard Burton,171.49342,109.823,-37.398,2,1,3,0.0,0.0
TRAAIGD12903CA2F3C,Three Is a Crowd,Rory Block,266.05669,90.101,-13.836,1,1,1,0.0,0.0
TRAAIHL128F92E6DDA,On Bended Knee,Boyz II Men,329.27302,116.473,-7.103,8,1,4,0.0,0.0
TRAAIIE128F4288BB1,My Four Reasons,Howard Armstrong,198.922,126.821,-13.495,9,0,4,0.0,0.0
TRAAIII128F427D5D8,Little Girl (LP Version),Donny Hathaway,283.21914,111.191,-15.144,2,1,3,0.0,0.0
TRAAILM128F93480BB,Eternamente Amame,Miguel Gallardo,238.68036,125.508,-12.991,5,1,4,0.0,0.0
TRAAINT128F933BBE0,Niev nietch nievitch,Les Ogres De Barback,254.06649,137.888,-6.01,4,0,1,0.0,0.0
TRAAIRG128F93265E8,Come Over,DJ X-Change featuring DJ Joey A,184.31955,150.012,-5.58,6,0,4,0.0,0.0
TRAAIXN128F428027A,Blue Taxi,Morel,311.40526,108.367,-4.313,10,1,4,0.0,0.0
TRAAIXU128F4241E5C,I Want Love (Tween You & Me) (Album Version),Tony Joe White,162.53342,173.482,-17.285,2,1,4,0.0,0.0
TRAAIYR12903CD290D,White Feather,Wolfmother,212.37506,110.745,-5.931,4,0,4,0.0,0.0
TRAAJAC128F148B530,Christlike Roche,The Roches,338.33751,130.027,-14.248,2,0,4,0.0,0.0
TRAAJBU128F9326C02,You Rascal You,Bob Margolin,126.51057,110.168,-12.651,11,1,4,0.0,0.0
TRAAJBU12903CE2831,Sympathy,Thomas Battenstein,205.58322,97.976,-16.056,9,0,3,0.0,0.0
TRAAJEK128F422F55A,They Say (Album),Jupiter Rising,193.4624,119.979,-5.913,0,0,4,0.0,0.0
TRAAJEK12903CE351A,Simon's Folly,Dharma Bums,127.4771,156.968,-5.541,6,1,1,0.0,0.0
TRAAJJA12903CC518A,Crawl Before You Ball (Album Version),Saafir,234.762,188.886,-6.019,5,1,4,0.0,0.0
TRAAJJG128F4284B27,Medicate Myself,The Verve Pipe,292.8322,133.306,-4.953,9,1,4,0.0,0.0
TRAAJJV128F42A2F99,Biding Her Time,Bob Neuwirth,241.10975,152.267,-18.114,4,1,3,0.0,0.0
TRAAJMH128E0785407,More And More  (LP Version),Marvin Sapp,270.68036,166.275,-11.061,1,1,4,0.0,0.0
TRAAJNM12903CF4750,Cowboy Ways,James Hunter,188.73424,114.971,-7.04,2,1,4,0.0,0.0
TRAAJSX128F4275A1D,Brasas Vivas,Nelson Ned,211.80036,144.651,-15.358,9,0,4,0.0,0.0
TRAAJVJ128F42570AD,Kolomeyke,Mish Mash,254.32771,152.005,-11.213,2,1,1,0.0,0.0
TRAAJXQ128F92E65BF,In This Life,Cama,210.36363,155.074,-5.904,1,0,1,0.0,0.0
TRAAJYX128F4255568,Groovin' In The Midnight,Maxi Priest,301.81832,61.971,-8.095,10,0,1,0.0,0.0
TRAAKAS128F4246013,Waiting,Porcupine Tree,416.80934,124.04,-7.982,6,0,5,0.0,0.0
TRAAKAV128F931BE25,A'chek Ouyounik (2009 Digital Remaster),Ragheb Alama,413.36118,191.196,-8.804,7,0,4,0.0,0.0
TRAAKDF128F92FA302,Hell,Foo Fighters,117.002,152.127,-5.699,7,1,4,0.0,0.0
TRAAKDG128F42A0ECB,Hips Don't Lie (featuring Wyclef Jean),Shakira Featuring Wyclef Jean,217.36444,100.023,-5.152,10,0,4,0.0,0.0
TRAAKJJ128F4228346,Juoksuhauta-twist (Elämä juoksuhaudoissa),The Avengers,122.72281,192.688,-9.965,10,1,4,0.0,0.0
TRAAKNS12903CC5198,I Got Over It (Album Version),Robben Ford,203.98975,154.322,-11.976,11,0,4,0.0,0.0
TRAAKQS128F4224DE1,One Less Bell To Answer,Brazilian Tropical Orchestra,192.44363,236.006,-10.229,5,1,4,0.0,0.0
TRAAKSB128F934D73A,Festa,Gil Semedo,285.36118,150.666,-6.284,11,1,5,0.0,0.0
TRAAKTK128F9343DCC,Te Hacen Falta Vitaminas,Soda Stereo,225.12281,175.421,-3.818,11,0,1,0.0,0.0
TRAAKVA128F934E69E,Sense And Trick,Xmilk,123.66322,104.153,-4.633,9,0,4,0.0,0.0
TRAAKVD12903CE8474,Fire (Oscar G Space Vocal Mix),Dolce; Oscar G.,525.16526,127.278,-5.602,11,0,4,0.0,0.0
TRAAKVZ12903D074BB,Hanging On (Medium Key Performance Track Without Background Vocals),Britt Nicole,204.06812,160.165,-5.157,6,1,4,0.0,0.0
TRAAKXN128F92E71B1,Grim Prospects (Version 2 Remix),Schizoid,166.00771,86.091,-1.925,5,1,3,0.0,0.0
TRAALCM128F4264370,Christmas In Jamaica,Toni Braxton Featuring Shaggy,219.01016,149.94,-5.21,0,1,4,0.0,0.0
TRAALDU128F930D56B,Gossippo Perpetuo,Perrey And Kingsley,127.9473,135.78,-12.717,0,1,4,0.0,0.0
TRAALEO128F42A7AEA,2190 Dias Contigo,Sven Tasnadi,570.90567,122.967,-12.28,7,1,4,0.0,0.0
TRAALHD12903D0BD6A,No Control,Eddie,230.00771,142.024,-9.748,9,1,4,0.0,0.0
TRAALNG12903D014E9,The Vitalized Shell,Enthroned,240.74404,135.535,-4.878,2,0,7,0.0,0.0
TRAALRZ128F429024E,Mozart,Suzanne Ciani,192.20853,139.189,-23.988,2,1,3,0.0,0.0
TRAALSV128F4282B9B,Ciao Milan,Milan Band,152.0322,128.598,-9.414,8,1,5,0.0,0.0
TRAALUX12903CFD50B,Lend Me Your Chopper,Johnny Osbourne,215.30077,163.445,-9.741,3,0,4,0.0,0.0
TRAALZC128F92E11A6,Letter To Heaven,Dolly Parton,155.21914,114.027,-11.965,7,0,3,0.0,0.0
TRAALZN128F932D457,Heaven is Where The Heart Is,Rance Allen Group,207.12444,111.316,-12.779,7,1,1,0.0,0.0
TRAAMES128F42AF068,Inside Job,Pearl Jam,428.56444,105.994,-8.403,4,0,3,0.0,0.0
TRAAMFG128F92FDEA2,Take A Look  (LP Version),Natalie Cole,185.7824,88.489,-13.251,8,1,1,0.0,0.0
TRAAMFT128F93128AD,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),Mastodon,654.28853,118.433,-5.884,7,0,4,0.0,0.0
TRAAMGJ12903CD315C,Bulgarian Dream,Kiril Valeri,306.72934,96.007,-6.929,11,1,4,0.0,0.0
TRAAMII128F933B583,Amalgama,Word,229.51138,187.807,-4.198,9,1,4,0.0,0.0
TRAAMJY128F92F5919,Born and Raised In Compton,DJ Quik,205.58322,181.115,-6.998,7,0,4,0.0,0.0
TRAAMKI128F428537A,We're Gonna Go Fishin',Hank Locklin,127.05914,148.357,-12.772,2,1,4,0.0,0.0
TRAAMKL128F9347D8A,Robbers Kill Cop,BT,44.35546,136.164,-18.147,1,0,4,0.0,0.0
TRAAMKP12903CC74F4,Relax,2-4 Grooves feat. Reki D.,203.83302,126.941,-7.661,4,0,4,0.0,0.0
TRAAMKW128F4249CF0,Sweet By And By,The Jordanaires,176.50893,159.582,-17.308,5,1,3,0.0,0.0
TRAAMPA128F92E7D0D,Orgofart,Descendents,140.66893,89.495,-28.347,6,0,4,0.0,0.0
TRAAMSO128EF348DCC,Bitch Is Back,L.A. Guns,201.09016,102.259,-2.869,5,0,3,0.0,0.0
TRAAMXP128F4264F6A,Naked Albino,Bare Jr.,254.79791,107.529,-7.309,10,1,3,0.0,0.0
TRAAMYQ128F148B753,Johnny Loves Me (LP Version),Shelley Fabares,143.0722,99.408,-15.351,0,1,4,0.0,0.0
TRAAMZB12903CAB002,Dearly Beloved,Norrie Paramor,163.49995,79.731,-25.694,9,1,4,0.0,0.0
TRAAMZR128F9315DCC,The Look Of Love,Gary Hobbs,289.64526,188.502,-9.435,0,1,1,0.0,0.0
TRAANBH128F9345A6C,Cooler Than You,Diesel Boy,124.15955,133.729,-4.793,11,1,1,0.0,0.0
TRAANKK128F42531BC,Taryns Deepest Fear,Angelo Badalamenti,167.3922,139.136,-17.623,4,0,4,0.0,0.0
TRAANLO128F422AE37,Summer Dying Fast,Cradle Of Filth,321.35791,193.693,-6.2,2,0,4,0.0,0.0
TRAANLZ128F934EC42,Still,Jim Chappell,263.94077,76.693,-19.821,0,1,4,0.0,0.0
TRAANMF12903CEAFEF,Snapshot,Ladybug,341.36771,126.95,-9.632,10,1,4,0.0,0.0
TRAANRI12903CD0A9C,End Of The Road (Head Hornys Remix),Bandido,333.13914,144.812,-5.671,6,1,1,0.0,0.0
TRAANTD128F9323B23,7 Miles,Brixx,349.12608,138.003,-11.708,11,0,4,0.0,0.0
TRAANTZ128E0792529,The Frail,Nine Inch Nails,168.56771,130.284,-16.968,7,0,4,0.0,0.0
TRAAODT12903D0D16E,Para Milladoiro,Susana Seivane,350.71955,152.013,-13.038,10,1,4,0.0,0.0
TRAAOEH128F426A82F,Stone Cold Fingers (Bonus Track),Leland Martin,175.62077,159.968,-10.647,4,1,4,0.0,0.0
TRAAOIN128F9303790,Snowball,Test Icicles,190.24934,75.031,-4.172,4,0,4,0.0,0.0
TRAAOJI128F1458DCD,(We Don't Need This) Fascist Groove Thang,Heaven 17,255.16363,150.837,-10.756,7,1,4,0.0,0.0
TRAAOPW128F428AE31,Drunk Alone,React,120.2673,143.231,-3.422,10,0,1,0.0,0.0
TRAAORY128F934984F,Charisma,Sven Tasnadi,557.26975,123.993,-12.26,11,1,4,0.0,0.0
TRAAOTD128F42322FC,Going Down Slow,Mance Lipscomb,187.53261,97.981,-23.527,11,1,1,0.0,0.0
TRAAOTT128F14AE002,All Rise,Scott Wesley Brown,295.60118,137.288,-9.435,2,1,4,0.0,0.0
TRAAOTT128F9342E04,Jogo Limpo,Flávio José,252.02893,168.323,-8.639,3,1,4,0.0,0.0
TRAAOXM12903CFB3B0,Silent Hill,Moss,329.35138,111.079,-7.672,2,1,4,0.0,0.0
TRAAOYG128F9314996,Our Love Is Here To Stay,Pery Ribeiro,180.00934,133.009,-13.668,0,1,4,0.0,0.0
TRAAPCC128F42519A7,Everything Changes,Soular,244.45342,146.577,-6.885,6,1,5,0.0,0.0
TRAAPFQ128F42684DB,Master Of Disharmony,Dimmu Borgir,282.53995,140.458,-4.2,6,0,3,0.0,0.0
TRAAPGF128F1458F8B,(This Is Not A) Love Song (Live),Public Image Ltd,388.28363,132.506,-16.433,0,1,4,0.0,0.0
TRAAPIV128F1493132,What Are We Here For,Gary Moore,345.93914,153.862,-6.951,2,1,4,0.0,0.0
TRAAPLS12903CB2D40,Une petite pause,Pascal Sangla,243.1473,93.238,-14.737,9,1,4,0.0,0.0
TRAAPPQ128F14961F5,Wig,The B-52's,261.74649,124.086,-9.628,0,1,4,0.0,0.0
TRAAPQQ128F427C750,Perasmena Mesanihta,Dakis,172.25098,66.765,-8.46,2,0,1,0.0,0.0
TRAAPSQ12903CAE86A,God Save the Queen (Live),Sex Pistols,216.60689,145.518,-3.736,9,1,4,0.0,0.0
TRAAPVV128F425D64C,Forever,Chris Brown,363.59791,139.998,-4.376,1,1,4,0.0,0.0
TRAAPWD128F931ACD4,Sun Is Shining,Deekline & Wizard,271.77751,90.648,-6.947,0,1,3,0.0,0.0
TRAAPXK128F934DF25,New Age,Daniela Dessì,330.65751,140.334,-12.279,2,0,4,0.0,0.0
TRAAQBF12903CF796B,Have Yourself A Merry Little Christmas,Hem,133.27628,89.86,-15.736,5,1,1,0.0,0.0
TRAAQCK128F92E8C33,U Killed It,Lily Allen,264.69832,156.097,-5.871,9,1,4,0.0,0.0
TRAAQDJ128F92F95E0,Rain And Snow,Pentangle,228.51873,179.501,-12.053,5,1,1,0.0,0.0
TRAAQDL12903CA8FB5,Gerra De De,DJ Dips,240.3522,86.689,-6.248,1,1,3,0.0,0.0
TRAAQEV12903CB5459,Kako mi je pitas sad,Ana Bekuta,145.57995,160.261,-13.703,0,1,5,0.0,0.0
TRAAQFC128F425ED83,Voices On The Corner,Jason Miles,235.80689,101.03,-9.716,10,0,4,0.0,0.0
TRAAQIH128F428BDEA,(Bloody Paw On The) Kill Floor,Busdriver,192.1824,155.038,-6.258,6,1,4,0.0,0.0
TRAAQLE128F424AE71,I Wish My Mother Was Here,Byther Smith,418.87302,117.168,-11.702,1,1,3,0.0,0.0
TRAAQLJ128F428E870,Inolvidable,Bebo & Cigala,198.26893,132.967,-14.509,2,0,1,0.0,0.0
TRAAQOH128F4265CE6,Miracle,Bizarre Inc,420.10077,139.91,-9.062,11,1,4,0.0,0.0
TRAAQPS128F429161D,Witch Weed (Live),Bongzilla,397.26975,95.882,-6.788,9,1,4,0.0,0.0
TRAAQUC128F9322A82,Not Buried Deep Enough,The Gone Jackals,229.79873,135.175,-12.772,4,1,3,0.0,0.0
TRAAQUF12903CDF4A4,Give Me 40 Acres (To Turn This Rig Around),The Willis Brothers,150.64771,121.983,-9.258,7,1,3,0.0,0.0
TRAAQWF128F92D1AAD,Ernesto Nazareth,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,286.14485,169.775,-24.597,9,0,3,0.0,0.0
TRAAQYN128F92ED77E,The Cube (Live),S.U.P,384.70485,137.862,-8.161,11,0,4,0.0,0.0
TRAAQYU12903CE68CE,Get Back Down,Boogie Pimps,415.03302,83.326,-6.751,1,1,3,0.0,0.0
TRAAQZF12903CEDCB8,Battle Of The Rosebud / Cries,Brian Keane,133.53751,117.667,-29.295,4,1,3,0.0,0.0
TRAAQZQ128EF35C51A,Beyond the Light,Aberdeen,266.70975,90.908,-12.658,9,1,3,0.0,0.0
TRAARHS128F931689D,Spaceman,The Killers,284.3424,151.953,-6.546,4,1,4,0.0,0.0
TRAARRG12903CDB456,Pulecenella 'e mò,Gloriana,179.06893,161.054,-17.522,0,0,4,0.0,0.0
TRAARSF12903CD1B12,Iskorosten' (instr.),Butterfly Temple,100.5971,159.895,-10.777,8,1,5,0.0,0.0
TRAARUN128F932B1A0,Big Stax/High Volts (Album Version),Grant Geissman,320.60036,128.219,-9.993,9,1,4,0.0,0.0
TRAASDM12903CD474E,It Goes On,20/20,302.36689,101.229,-12.99,6,1,4,0.0,0.0
